Date,Asset,Type,Month,Sett_PC,Change,Vol,OI,Delta
2026-03-16,COPPER,ALL,MAR26,5.790,+0.076,571.0,1984.0,77.0
2026-03-16,COPPER,RET,MAR26,5.790,+0.076,0,0,0
2026-03-16,COPPER,ALL,APR26,5.803,+0.075,401.1,9419.0,-42.0
2026-03-16,COPPER,RET,APR26,5.803,+0.075,45.1,122.0,-1.0
2026-03-16,COPPER,ALL,MAY26,5.832,+0.074,43180.3,115830.4,-1122.7
2026-03-16,COPPER,RET,MAY26,5.832,+0.074,1675.3000000000002,1161.4,-36.7
2026-03-16,COPPER,ALL,JUN26,5.859,+0.074,133.2,3909.3,23.1
2026-03-16,COPPER,RET,JUN26,5.859,+0.074,7.2,32.3,0.10000000000000009
2026-03-16,COPPER,ALL,JUL26,5.889,+0.074,3573.4,48811.6,248.9
2026-03-16,COPPER,RET,JUL26,5.889,+0.074,69.4,75.60000000000001,-7.1000000000000005
2026-03-16,COPPER,ALL,AUG26,5.919,+0.074,84.0,1979.0,-1.0
2026-03-16,COPPER,RET,AUG26,5.919,+0.074,0,0,0
2026-03-16,COPPER,ALL,SEP26,5.947,+0.074,1217.6,24962.3,-55.4
2026-03-16,COPPER,RET,SEP26,5.947,+0.074,2.6,12.3,1.6
2026-03-16,COPPER,ALL,OCT26,5.976,+0.074,73.0,1169.0,63.0
2026-03-16,COPPER,RET,OCT26,5.976,+0.074,0,0,0
2026-03-16,COPPER,ALL,NOV26,6.005,+0.075,1.0,1059.3,1.0
2026-03-16,COPPER,RET,NOV26,6.005,+0.075,0.0,0.30000000000000004,0.0
2026-03-16,COPPER,ALL,DEC26,6.030,+0.074,421.3,20043.5,97.0
2026-03-16,COPPER,RET,DEC26,6.030,+0.074,0.30000000000000004,12.5,0.0
2026-03-16,COPPER,ALL,JAN27,6.059,+0.074,4.0,560.0,0.0
2026-03-16,COPPER,RET,JAN27,6.059,+0.074,0,0,0
2026-03-16,COPPER,ALL,FEB27,6.083,+0.074,2.0,120.9,0.0
2026-03-16,COPPER,RET,FEB27,6.083,+0.074,0.0,0.9,0.0
2026-03-16,COPPER,ALL,MAR27,6.104,+0.074,117.0,1896.0,-1.0
2026-03-16,COPPER,RET,MAR27,6.104,+0.074,0,0,0
2026-03-16,COPPER,ALL,APR27,6.128,+0.075,0.0,33.0,0.0
2026-03-16,COPPER,RET,APR27,6.128,+0.075,0,0,0
2026-03-16,COPPER,ALL,MAY27,6.147,+0.073,60.0,589.0,3.0
2026-03-16,COPPER,RET,MAY27,6.147,+0.073,0,0,0
2026-03-16,COPPER,ALL,JUN27,6.167,+0.073,2.0,21.0,0.0
2026-03-16,COPPER,RET,JUN27,6.167,+0.073,0,0,0
2026-03-16,COPPER,ALL,JUL27,6.187,+0.071,65.0,291.0,21.0
2026-03-16,COPPER,RET,JUL27,6.187,+0.071,0,0,0
2026-03-16,COPPER,ALL,AUG27,6.208,+0.071,0.0,14.0,0.0
2026-03-16,COPPER,RET,AUG27,6.208,+0.071,0,0,0
2026-03-16,COPPER,ALL,SEP27,6.225,+0.071,56.0,213.0,-15.0
2026-03-16,COPPER,RET,SEP27,6.225,+0.071,0,0,0
2026-03-16,COPPER,ALL,OCT27,6.245,+0.071,0.0,5.0,0.0
2026-03-16,COPPER,RET,OCT27,6.245,+0.071,0,0,0
2026-03-16,COPPER,ALL,NOV27,6.261,+0.071,0.0,2.0,0.0
2026-03-16,COPPER,RET,NOV27,6.261,+0.071,0,0,0
2026-03-16,COPPER,ALL,DEC27,6.276,+0.072,59.0,814.0,9.0
2026-03-16,COPPER,RET,DEC27,6.276,+0.072,0,0,0
2026-03-16,COPPER,ALL,MAR28,6.332,+0.073,12.0,126.0,0.0
2026-03-16,COPPER,RET,MAR28,6.332,+0.073,0,0,0
2026-03-16,COPPER,ALL,MAY28,6.371,+0.073,8.0,72.0,1.0
2026-03-16,COPPER,RET,MAY28,6.371,+0.073,0,0,0
2026-03-16,COPPER,ALL,JUL28,6.412,+0.072,7.0,48.0,4.0
2026-03-16,COPPER,RET,JUL28,6.412,+0.072,0,0,0
2026-03-16,COPPER,ALL,SEP28,6.452,+0.072,0.0,7.0,0.0
2026-03-16,COPPER,RET,SEP28,6.452,+0.072,0,0,0
2026-03-16,COPPER,ALL,DEC28,6.507,+0.072,0.0,19.0,0.0
2026-03-16,COPPER,RET,DEC28,6.507,+0.072,0,0,0
2026-03-16,COPPER,ALL,MAR29,6.550,+0.072,0.0,8.0,0.0
2026-03-16,COPPER,RET,MAR29,6.550,+0.072,0,0,0
2026-03-16,GOLD,OPT,MAR26,5.21,-,13405.1,-15755.7,1618.9
2026-03-16,GOLD,OPT,APR26,0.74,-,18078.2,16847.899999999994,-43.59999999999991
2026-03-16,GOLD,OPT,MAY26,0.98,-,10339.0,14967.099999999999,355.0
2026-03-16,GOLD,OPT,JUN26,0.34,-,10225.1,47643.100000000006,3158.9
2026-03-16,GOLD,OPT,JUL26,0.63,-,2604.0,15143.8,19.0
2026-03-16,GOLD,OPT,AUG26,0.22,-,609.0,12759.0,236.0
2026-03-16,GOLD,OPT,SEP26,1.29,-,641.0,5190.0,-316.0
2026-03-16,GOLD,OPT,OCT26,0.75,-,7.0,11114.0,2.0
2026-03-16,GOLD,OPT,NOV26,2.00,-,3.0,366.0,-2.0
2026-03-16,GOLD,OPT,DEC26,0.20,-,1504.0,51561.0,476.0
2026-03-16,GOLD,OPT,JAN27,0.25,-,5.0,3892.0,1.0
2026-03-16,SILVER,OPT,MAR26,4.25,-,945.0,-647.0,19.0
2026-03-16,SILVER,OPT,APR26,0.56,-,2720.0,790.0,-110.0
2026-03-16,SILVER,OPT,MAY26,1.03,-,1554.0,2588.0,-50.0
2026-03-16,SILVER,OPT,JUN26,0.18,-,934.0,2242.0,490.0
2026-03-16,SILVER,OPT,JUL26,1.17,-,472.0,6289.0,-57.0
2026-03-16,SILVER,OPT,AUG26,0.08,-,40.0,-260.0,28.0
2026-03-16,SILVER,OPT,SEP26,0.00,-,45.0,92.0,-25.0
2026-03-16,SILVER,OPT,OCT26,0.00,-,131.0,852.0,31.0
2026-03-16,SILVER,OPT,DEC26,0.06,-,34.0,4256.0,-19.0
2026-03-16,SILVER,OPT,MAR27,0.00,-,25.0,25.0,25.0
2026-03-16,SILVER,OPT,DEC27,1.00,-,50.0,0.0,0.0
2026-03-16,COPPER,OPT,MAR26,5.90,-,607.0,-972.0,-161.0
2026-03-16,COPPER,OPT,APR26,5.30,-,3315.0,5691.0,549.0
2026-03-16,COPPER,OPT,MAY26,3.42,-,1132.0,14351.0,-156.0
2026-03-16,COPPER,OPT,JUN26,0.08,-,269.0,3597.0,213.0
2026-03-16,COPPER,OPT,JUL26,6.40,-,37.0,-4265.0,3.0
2026-03-16,COPPER,OPT,AUG26,0.50,-,3.0,-231.0,1.0
2026-03-16,COPPER,OPT,SEP26,0.00,-,1.0,-1045.0,1.0
2026-03-16,COPPER,OPT,JAN27,0.00,-,2.0,-8.0,-2.0
2026-03-16,PLATINUM,OPT,MAR26,0.00,-,16.0,-98.0,-16.0
2026-03-16,PLATINUM,OPT,APR26,0.30,-,874.0,5056.0,-655.0
2026-03-16,PLATINUM,OPT,MAY26,0.75,-,236.0,-274.0,30.0
2026-03-16,PLATINUM,OPT,JUN26,0.00,-,59.0,345.0,-22.0
2026-03-16,PLATINUM,OPT,JUL26,0.01,-,91.0,2313.0,89.0
2026-03-17,GOLD,ALL,MAR26,5001,+7,239.0,973.0,80.0
2026-03-17,GOLD,RET,MAR26,5001,+7,0,0,0
2026-03-17,GOLD,ALL,APR26,5008,+6,152360.05,193251.09,-4791.74
2026-03-17,GOLD,RET,APR26,5008,+6,32941.05,6088.09,21.259999999999998
2026-03-17,GOLD,ALL,MAY26,5027,+6,528.0,921.0,34.0
2026-03-17,GOLD,RET,MAY26,5027,+6,0,0,0
2026-03-17,GOLD,ALL,JUN26,5046,+6,21364.690000000002,152765.30000000002,3902.14
2026-03-17,GOLD,RET,JUN26,5046,+6,822.69,2513.3,111.14
2026-03-17,GOLD,ALL,JUL26,5065,+6,218.0,164.0,-3.0
2026-03-17,GOLD,RET,JUL26,5065,+6,0,0,0
2026-03-17,GOLD,ALL,AUG26,5084,+6,5430.450000000001,51991.06,165.5
2026-03-17,GOLD,RET,AUG26,5084,+6,77.45,1472.06,2.5
2026-03-17,GOLD,ALL,SEP26,5102,+6,223.0,163.0,100.0
2026-03-17,GOLD,RET,SEP26,5102,+6,0,0,0
2026-03-17,GOLD,ALL,OCT26,5120,+6,441.42999999999995,5679.0599999999995,-20.810000000000002
2026-03-17,GOLD,RET,OCT26,5120,+6,15.43,293.06,-0.81
2026-03-17,GOLD,ALL,NOV26,5138,+7,0.0,71.0,0.0
2026-03-17,GOLD,RET,NOV26,5138,+7,0,0,0
2026-03-17,GOLD,ALL,DEC26,5157,+6,1052.1399999999999,14855.869999999999,80.42
2026-03-17,GOLD,RET,DEC26,5157,+6,13.14,433.87,3.4200000000000004
2026-03-17,GOLD,ALL,JAN27,5176,+6,0.0,70.0,0.0
2026-03-17,GOLD,RET,JAN27,5176,+6,0,0,0
2026-03-17,GOLD,ALL,FEB27,5193,+6,74.4,372.2,8.9
2026-03-17,GOLD,RET,FEB27,5193,+6,2.4000000000000004,26.200000000000003,-0.1
2026-03-17,GOLD,ALL,MAR27,5209,+6,0.0,4.0,0.0
2026-03-17,GOLD,RET,MAR27,5209,+6,0,0,0
2026-03-17,GOLD,ALL,APR27,5226,+6,18.0,386.0,4.0
2026-03-17,GOLD,RET,APR27,5226,+6,0.0,7.0,0.0
2026-03-17,GOLD,ALL,MAY27,5244,+6,0.0,2.0,0.0
2026-03-17,GOLD,RET,MAY27,5244,+6,0,0,0
2026-03-17,GOLD,ALL,JUN27,5260,+6,7.3,217.9,0.0
2026-03-17,GOLD,RET,JUN27,5260,+6,0.30000000000000004,3.9000000000000004,0.0
2026-03-17,GOLD,ALL,JUL27,5276,+6,0.0,2.0,0.0
2026-03-17,GOLD,RET,JUL27,5276,+6,0,0,0
2026-03-17,GOLD,ALL,AUG27,5293,+6,5.0,52.3,2.0
2026-03-17,GOLD,RET,AUG27,5293,+6,0.0,2.3000000000000003,0.0
2026-03-17,GOLD,ALL,SEP27,5307,+6,0.0,4.0,0.0
2026-03-17,GOLD,RET,SEP27,5307,+6,0,0,0
2026-03-17,GOLD,ALL,OCT27,5324,+6,4.0,16.0,0.0
2026-03-17,GOLD,RET,OCT27,5324,+6,0.0,2.0,0.0
2026-03-17,GOLD,ALL,NOV27,5338,+6,0.0,8.0,0.0
2026-03-17,GOLD,RET,NOV27,5338,+6,0,0,0
2026-03-17,GOLD,ALL,DEC27,5355,+6,11.0,299.0,5.0
2026-03-17,GOLD,RET,DEC27,5355,+6,0.0,7.0,0.0
2026-03-17,GOLD,ALL,JAN28,5370,+6,0.0,4.0,0.0
2026-03-17,GOLD,RET,JAN28,5370,+6,0,0,0
2026-03-17,GOLD,ALL,FEB28,5386,+6,2.0,6.0,1.0
2026-03-17,GOLD,RET,FEB28,5386,+6,0,0,0
2026-03-17,GOLD,ALL,MAR28,5402,+6,0.0,2.0,0.0
2026-03-17,GOLD,RET,MAR28,5402,+6,0,0,0
2026-03-17,GOLD,ALL,APR28,5417,+6,0.0,4.0,0.0
2026-03-17,GOLD,RET,APR28,5417,+6,0,0,0
2026-03-17,GOLD,ALL,JUN28,5447,+6,0.0,37.0,0.0
2026-03-17,GOLD,RET,JUN28,5447,+6,0,0,0
2026-03-17,GOLD,ALL,DEC28,5536,+6,0.0,79.0,0.0
2026-03-17,GOLD,RET,DEC28,5536,+6,0,0,0
2026-03-17,GOLD,ALL,JUN29,5627,+6,1.0,60.0,-1.0
2026-03-17,GOLD,RET,JUN29,5627,+6,0,0,0
2026-03-17,GOLD,ALL,DEC29,5833,+6,0.0,1.0,0.0
2026-03-17,GOLD,RET,DEC29,5833,+6,0,0,0
2026-03-17,SILVER,ALL,MAR26,79.53,-0.73,249.2,790.4000000000001,14.2
2026-03-17,SILVER,RET,MAR26,79.53,-0.73,1.2000000000000002,296.40000000000003,-0.8
2026-03-17,SILVER,ALL,APR26,79.65,-0.75,686.2,2203.0,-12.8
2026-03-17,SILVER,RET,APR26,79.65,-0.75,89.2,300.0,4.2
2026-03-17,SILVER,ALL,MAY26,79.92,-0.76,44591.24,79677.54,20.160000000000025
2026-03-17,SILVER,RET,MAY26,79.92,-0.76,16513.24,3512.54,199.16000000000003
2026-03-17,SILVER,ALL,JUN26,80.21,-0.76,222.0,399.0,1.0
2026-03-17,SILVER,RET,JUN26,80.21,-0.76,0,0,0
2026-03-17,SILVER,ALL,JUL26,80.51,-0.76,3156.82,20832.64,314.5
2026-03-17,SILVER,RET,JUL26,80.51,-0.76,288.82000000000005,418.64,1.5
2026-03-17,SILVER,ALL,AUG26,80.81,-0.76,0.0,97.0,0.0
2026-03-17,SILVER,RET,AUG26,80.81,-0.76,0,0,0
2026-03-17,SILVER,ALL,SEP26,81.08,-0.76,431.36,7086.56,99.96000000000001
2026-03-17,SILVER,RET,SEP26,81.08,-0.76,17.36,75.56,4.960000000000001
2026-03-17,SILVER,ALL,OCT26,81.32,-0.76,1.0,33.0,1.0
2026-03-17,SILVER,RET,OCT26,81.32,-0.76,0,0,0
2026-03-17,SILVER,ALL,NOV26,81.59,-0.76,0.0,54.0,0.0
2026-03-17,SILVER,RET,NOV26,81.59,-0.76,0,0,0
2026-03-17,SILVER,ALL,DEC26,81.80,-0.75,225.3,7209.72,30.3
2026-03-17,SILVER,RET,DEC26,81.80,-0.75,8.3,59.72,0.30000000000000004
2026-03-17,SILVER,ALL,JAN27,82.06,-0.75,2.0,43.4,1.0
2026-03-17,SILVER,RET,JAN27,82.06,-0.75,1.0,9.4,0.0
2026-03-17,SILVER,ALL,FEB27,82.30,-0.75,0.0,10.0,0.0
2026-03-17,SILVER,RET,FEB27,82.30,-0.75,0,0,0
2026-03-17,SILVER,ALL,MAR27,82.51,-0.75,11.0,636.0,5.0
2026-03-17,SILVER,RET,MAR27,82.51,-0.75,0.0,6.0,0.0
2026-03-17,SILVER,ALL,APR27,82.75,-0.76,0.0,2.0,0.0
2026-03-17,SILVER,RET,APR27,82.75,-0.76,0,0,0
2026-03-17,SILVER,ALL,MAY27,83.01,-0.76,0.0,194.0,0.0
2026-03-17,SILVER,RET,MAY27,83.01,-0.76,0.0,2.0,0.0
2026-03-17,SILVER,ALL,JUN27,83.24,-0.76,0.0,1.0,0.0
2026-03-17,SILVER,RET,JUN27,83.24,-0.76,0,0,0
2026-03-17,SILVER,ALL,JUL27,83.49,-0.76,0.0,76.5,0.0
2026-03-17,SILVER,RET,JUL27,83.49,-0.76,0.0,0.5,0.0
2026-03-17,SILVER,ALL,SEP27,83.99,-0.76,1.0,31.0,0.0
2026-03-17,SILVER,RET,SEP27,83.99,-0.76,0,0,0
2026-03-17,SILVER,ALL,DEC27,84.69,-0.76,1.0,76.0,0.0
2026-03-17,SILVER,RET,DEC27,84.69,-0.76,0,0,0
2026-03-17,SILVER,ALL,MAR28,85.32,-0.76,0.0,2.0,0.0
2026-03-17,SILVER,RET,MAR28,85.32,-0.76,0,0,0
2026-03-17,SILVER,ALL,JUL28,86.26,-0.76,0.0,11.0,0.0
2026-03-17,SILVER,RET,JUL28,86.26,-0.76,0,0,0
2026-03-17,SILVER,ALL,DEC28,87.31,-0.76,0.0,57.0,0.0
2026-03-17,SILVER,RET,DEC28,87.31,-0.76,0,0,0
2026-03-17,PLATINUM,ALL,MAR26,2132,+42,0.0,200.0,0.0
2026-03-17,PLATINUM,RET,MAR26,2132,+42,0,0,0
2026-03-17,PLATINUM,ALL,APR26,2136,+42,17379.0,31288.0,-1715.0
2026-03-17,PLATINUM,RET,APR26,2136,+42,0,0,0
2026-03-17,PLATINUM,ALL,MAY26,2145,+41,80.0,43.0,-1.0
2026-03-17,PLATINUM,RET,MAY26,2145,+41,0,0,0
2026-03-17,PLATINUM,ALL,JUL26,2162,+45,5249.0,27512.0,1734.0
2026-03-17,PLATINUM,RET,JUL26,2162,+45,0,0,0
2026-03-17,PLATINUM,ALL,OCT26,2177,+46,356.0,6546.0,161.0
2026-03-17,PLATINUM,RET,OCT26,2177,+46,0,0,0
2026-03-17,PLATINUM,ALL,JAN27,2184,+48,126.0,1031.0,-16.0
2026-03-17,PLATINUM,RET,JAN27,2184,+48,0,0,0
2026-03-17,PLATINUM,ALL,APR27,2190,+49,50.0,490.0,22.0
2026-03-17,PLATINUM,RET,APR27,2190,+49,0,0,0
2026-03-17,PLATINUM,ALL,JUL27,2194,+49,3.0,84.0,1.0
2026-03-17,PLATINUM,RET,JUL27,2194,+49,0,0,0
2026-03-17,PLATINUM,ALL,OCT27,2200,+48,0.0,46.0,0.0
2026-03-17,PLATINUM,RET,OCT27,2200,+48,0,0,0
2026-03-17,PLATINUM,ALL,JAN28,2209,+48,2.0,10.0,1.0
2026-03-17,PLATINUM,RET,JAN28,2209,+48,0,0,0
2026-03-17,PLATINUM,ALL,APR28,2220,+48,2.0,10.0,1.0
2026-03-17,PLATINUM,RET,APR28,2220,+48,0,0,0
2026-03-17,PLATINUM,ALL,JUL28,2232,+48,0.0,27.0,0.0
2026-03-17,PLATINUM,RET,JUL28,2232,+48,0,0,0
2026-03-17,PLATINUM,ALL,OCT28,2243,+48,0.0,1.0,0.0
2026-03-17,PLATINUM,RET,OCT28,2243,+48,0,0,0
2026-03-17,COPPER,ALL,MAR26,5.726,-0.064,703.0,1998.0,166.0
2026-03-17,COPPER,RET,MAR26,5.726,-0.064,0,0,0
2026-03-17,COPPER,ALL,APR26,5.738,-0.065,898.2,9127.8,-291.2
2026-03-17,COPPER,RET,APR26,5.738,-0.065,25.200000000000003,114.8,-7.2
2026-03-17,COPPER,ALL,MAY26,5.767,-0.065,30563.4,115222.6,-521.9
2026-03-17,COPPER,RET,MAY26,5.767,-0.065,1272.4,1195.6000000000001,34.1
2026-03-17,COPPER,ALL,JUN26,5.795,-0.065,307.2,3873.8,-35.5
2026-03-17,COPPER,RET,JUN26,5.795,-0.065,3.2,32.8,0.5
2026-03-17,COPPER,ALL,JUL26,5.824,-0.065,5078.2,48738.1,-128.5
2026-03-17,COPPER,RET,JUL26,5.824,-0.065,50.2,78.10000000000001,2.5
2026-03-17,COPPER,ALL,AUG26,5.854,-0.065,19.0,1974.0,-5.0
2026-03-17,COPPER,RET,AUG26,5.854,-0.065,0,0,0
2026-03-17,COPPER,ALL,SEP26,5.883,-0.065,2355.2,24880.1,-82.2
2026-03-17,COPPER,RET,SEP26,5.883,-0.065,2.2,13.100000000000001,0.8
2026-03-17,COPPER,ALL,OCT26,5.912,-0.065,21.0,1167.0,-2.0
2026-03-17,COPPER,RET,OCT26,5.912,-0.065,0,0,0
2026-03-17,COPPER,ALL,NOV26,5.940,-0.065,10.0,1058.3,-1.0
2026-03-17,COPPER,RET,NOV26,5.940,-0.065,0.0,0.30000000000000004,0.0
2026-03-17,COPPER,ALL,DEC26,5.965,-0.065,480.0,20051.5,8.0
2026-03-17,COPPER,RET,DEC26,5.965,-0.065,0.0,12.5,0.0
2026-03-17,COPPER,ALL,JAN27,5.994,-0.065,10.0,557.0,-3.0
2026-03-17,COPPER,RET,JAN27,5.994,-0.065,0,0,0
2026-03-17,COPPER,ALL,FEB27,6.018,-0.065,0.0,120.9,0.0
2026-03-17,COPPER,RET,FEB27,6.018,-0.065,0.0,0.9,0.0
2026-03-17,COPPER,ALL,MAR27,6.038,-0.066,19.0,1896.0,0.0
2026-03-17,COPPER,RET,MAR27,6.038,-0.066,0,0,0
2026-03-17,COPPER,ALL,APR27,6.062,-0.066,2.0,34.0,1.0
2026-03-17,COPPER,RET,APR27,6.062,-0.066,0,0,0
2026-03-17,COPPER,ALL,MAY27,6.081,-0.066,7.0,589.0,0.0
2026-03-17,COPPER,RET,MAY27,6.081,-0.066,0,0,0
2026-03-17,COPPER,ALL,JUN27,6.101,-0.066,0.0,21.0,0.0
2026-03-17,COPPER,RET,JUN27,6.101,-0.066,0,0,0
2026-03-17,COPPER,ALL,JUL27,6.122,-0.066,6.0,292.0,1.0
2026-03-17,COPPER,RET,JUL27,6.122,-0.066,0,0,0
2026-03-17,COPPER,ALL,AUG27,6.143,-0.065,0.0,14.0,0.0
2026-03-17,COPPER,RET,AUG27,6.143,-0.065,0,0,0
2026-03-17,COPPER,ALL,SEP27,6.161,-0.064,8.0,213.0,0.0
2026-03-17,COPPER,RET,SEP27,6.161,-0.064,0,0,0
2026-03-17,COPPER,ALL,OCT27,6.182,-0.064,0.0,5.0,0.0
2026-03-17,COPPER,RET,OCT27,6.182,-0.064,0,0,0
2026-03-17,COPPER,ALL,NOV27,6.197,-0.064,0.0,2.0,0.0
2026-03-17,COPPER,RET,NOV27,6.197,-0.064,0,0,0
2026-03-17,COPPER,ALL,DEC27,6.213,-0.064,6.0,816.0,2.0
2026-03-17,COPPER,RET,DEC27,6.213,-0.064,0,0,0
2026-03-17,COPPER,ALL,MAR28,6.268,-0.065,2.0,126.0,0.0
2026-03-17,COPPER,RET,MAR28,6.268,-0.065,0,0,0
2026-03-17,COPPER,ALL,MAY28,6.306,-0.065,0.0,72.0,0.0
2026-03-17,COPPER,RET,MAY28,6.306,-0.065,0,0,0
2026-03-17,COPPER,ALL,JUL28,6.347,-0.065,0.0,48.0,0.0
2026-03-17,COPPER,RET,JUL28,6.347,-0.065,0,0,0
2026-03-17,COPPER,ALL,SEP28,6.387,-0.065,0.0,7.0,0.0
2026-03-17,COPPER,RET,SEP28,6.387,-0.065,0,0,0
2026-03-17,COPPER,ALL,DEC28,6.442,-0.065,0.0,19.0,0.0
2026-03-17,COPPER,RET,DEC28,6.442,-0.065,0,0,0
2026-03-17,COPPER,ALL,MAR29,6.485,-0.065,0.0,8.0,0.0
2026-03-17,COPPER,RET,MAR29,6.485,-0.065,0,0,0
2026-03-17,GOLD,OPT,MAR26,10.33,-,10986.5,-14207.0,1468.6999999999998
2026-03-17,GOLD,OPT,APR26,1.17,-,13214.2,14951.100000000006,-1896.8
2026-03-17,GOLD,OPT,MAY26,0.60,-,6619.0,15511.099999999999,544.0
2026-03-17,GOLD,OPT,JUN26,0.42,-,7244.1,48590.2,947.1
2026-03-17,GOLD,OPT,JUL26,0.36,-,1241.0,15657.8,514.0
2026-03-17,GOLD,OPT,AUG26,0.49,-,951.0,13102.0,343.0
2026-03-17,GOLD,OPT,SEP26,28.50,-,236.0,5390.0,200.0
2026-03-17,GOLD,OPT,OCT26,2.50,-,28.0,11123.0,9.0
2026-03-17,GOLD,OPT,NOV26,0.30,-,13.0,372.0,6.0
2026-03-17,GOLD,OPT,DEC26,0.01,-,869.0,51661.0,100.0
2026-03-17,GOLD,OPT,JAN27,0.00,-,1.0,3891.0,-1.0
2026-03-17,SILVER,OPT,MAR26,22.79,-,666.0,-529.0,118.0
2026-03-17,SILVER,OPT,APR26,0.50,-,1574.0,851.0,62.0
2026-03-17,SILVER,OPT,MAY26,0.63,-,989.0,2580.0,-8.0
2026-03-17,SILVER,OPT,JUN26,0.24,-,439.0,2294.0,52.0
2026-03-17,SILVER,OPT,JUL26,0.25,-,161.0,6283.0,-6.0
2026-03-17,SILVER,OPT,AUG26,5.00,-,36.0,-287.0,-27.0
2026-03-17,SILVER,OPT,SEP26,0.00,-,51.0,133.0,41.0
2026-03-17,SILVER,OPT,NOV26,1.00,-,4.0,-73.0,0.0
2026-03-17,SILVER,OPT,DEC26,0.15,-,84.0,4294.0,38.0
2026-03-17,COPPER,OPT,MAR26,33.38,-,275.0,-888.0,84.0
2026-03-17,COPPER,OPT,APR26,4.88,-,2281.0,4907.0,-784.0
2026-03-17,COPPER,OPT,MAY26,1.12,-,1974.0,14429.0,78.0
2026-03-17,COPPER,OPT,JUN26,2.88,-,155.0,3550.0,-47.0
2026-03-17,COPPER,OPT,JUL26,0.37,-,426.0,-4028.0,237.0
2026-03-17,COPPER,OPT,SEP26,0.10,-,110.0,-947.0,98.0
2026-03-17,COPPER,OPT,DEC26,0.00,-,1.0,2205.0,1.0
2026-03-17,PLATINUM,OPT,MAR26,0.00,-,129.0,-402.0,-129.0
2026-03-17,PLATINUM,OPT,APR26,1.11,-,315.0,4831.0,-225.0
2026-03-17,PLATINUM,OPT,MAY26,0.29,-,360.0,-118.0,76.0
2026-03-17,PLATINUM,OPT,JUN26,0.50,-,54.0,113.0,18.0
2026-03-17,PLATINUM,OPT,JUL26,1.82,-,31.0,2294.0,-19.0
2026-03-17,PLATINUM,OPT,SEP26,0.00,-,25.0,-125.0,25.0
2026-03-18,GOLD,ALL,MAR26,4890,-111,1461.0,2363.0,1390.0
2026-03-18,GOLD,RET,MAR26,4890,-111,0,0,0
2026-03-18,GOLD,ALL,APR26,4896,-112,270636.51,182664.82,-10608.769999999999
2026-03-18,GOLD,RET,APR26,4896,-112,53320.51,6525.820000000001,438.23
2026-03-18,GOLD,ALL,MAY26,4914,-113,1154.0,964.0,43.0
2026-03-18,GOLD,RET,MAY26,4914,-113,0,0,0
2026-03-18,GOLD,ALL,JUN26,4933,-113,49388.91,161131.41,8621.31
2026-03-18,GOLD,RET,JUN26,4933,-113,1800.91,2663.41,150.31
2026-03-18,GOLD,ALL,JUL26,4952,-113,553.0,171.0,7.0
2026-03-18,GOLD,RET,JUL26,4952,-113,0,0,0
2026-03-18,GOLD,ALL,AUG26,4971,-113,7695.12,53232.82,1241.76
2026-03-18,GOLD,RET,AUG26,4971,-113,203.12,1468.82,-3.240000000000001
2026-03-18,GOLD,ALL,SEP26,4989,-114,38.0,169.0,6.0
2026-03-18,GOLD,RET,SEP26,4989,-114,0,0,0
2026-03-18,GOLD,ALL,OCT26,5006,-114,858.52,5831.17,144.11
2026-03-18,GOLD,RET,OCT26,5006,-114,39.52,300.17,7.11
2026-03-18,GOLD,ALL,NOV26,5024,-114,0.0,71.0,0.0
2026-03-18,GOLD,RET,NOV26,5024,-114,0,0,0
2026-03-18,GOLD,ALL,DEC26,5042,-115,1908.0400000000002,15196.51,340.64000000000004
2026-03-18,GOLD,RET,DEC26,5042,-115,45.040000000000006,438.51,4.640000000000001
2026-03-18,GOLD,ALL,JAN27,5061,-115,2.0,71.0,1.0
2026-03-18,GOLD,RET,JAN27,5061,-115,0,0,0
2026-03-18,GOLD,ALL,FEB27,5077,-115,113.9,373.6,1.4000000000000001
2026-03-18,GOLD,RET,FEB27,5077,-115,9.9,27.6,1.4000000000000001
2026-03-18,GOLD,ALL,MAR27,5094,-116,2.0,4.0,0.0
2026-03-18,GOLD,RET,MAR27,5094,-116,0,0,0
2026-03-18,GOLD,ALL,APR27,5111,-116,33.7,387.8,1.8
2026-03-18,GOLD,RET,APR27,5111,-116,1.7000000000000002,6.800000000000001,-0.2
2026-03-18,GOLD,ALL,MAY27,5128,-116,0.0,2.0,0.0
2026-03-18,GOLD,RET,MAY27,5128,-116,0,0,0
2026-03-18,GOLD,ALL,JUN27,5144,-116,43.0,245.4,27.5
2026-03-18,GOLD,RET,JUN27,5144,-116,1.0,4.4,0.5
2026-03-18,GOLD,ALL,JUL27,5160,-116,0.0,2.0,0.0
2026-03-18,GOLD,RET,JUL27,5160,-116,0,0,0
2026-03-18,GOLD,ALL,AUG27,5177,-116,14.0,51.3,-1.0
2026-03-18,GOLD,RET,AUG27,5177,-116,0.0,2.3000000000000003,0.0
2026-03-18,GOLD,ALL,SEP27,5191,-116,0.0,4.0,0.0
2026-03-18,GOLD,RET,SEP27,5191,-116,0,0,0
2026-03-18,GOLD,ALL,OCT27,5208,-116,4.5,16.1,0.1
2026-03-18,GOLD,RET,OCT27,5208,-116,0.5,2.1,0.1
2026-03-18,GOLD,ALL,NOV27,5222,-117,0.0,8.0,0.0
